model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Solvent,selected_point_index,wavelength,TPACS,values_ln,elements
665,776,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C(=C(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)cc21,CAN:CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C(=C(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)cc21,10.1016/j.dyepig.2016.07.027,3,THF,0,690.0,1.5,0.405465108,"C,H,N"
666,778,CCCCN1C(=O)/C(=C/c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)N=C1C,CAN:CCCCN1C(=O)/C(=C/c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)N=C1C,10.1039/c7sc01400g,TPABI,THF,3,840.0,150.0,5.010635294,"C,H,N,O,S"
667,779,CCCCCCn1c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc2c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc21,CAN:CCCCCCn1c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc2c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc21,10.1039/C1JM12566D,Donor,Toluene,2,750.0,620.0,6.429719478,"C,H,N,O"
668,780,CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCCCCCC)CCCCCCCCCCC)C5=O,CAN:CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCCCCCC)CCCCCCCCCCC)C5=O,10.1039/C1JM12566D,PDI,Toluene,1,675.0,85.0,4.442651256,"C,H,N"
669,781,CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(-n2c3ccc(/C=C/c4ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc4)cc3c3ccc(/C=C/c4ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc4)cc32)cc1)C5=O,CAN:CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(-n2c3ccc(/C=C/c4ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc4)cc3c3ccc(/C=C/c4ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc4)cc32)cc1)C5=O,10.1039/C1JM12566D,Dyad1,Toluene,0,625.0,1080.0,6.98471632,"C,H,N,O"
670,782,CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCn1c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc2c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc21)C5=O,CAN:CCCCCCCCCCCC(CCCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCn1c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc2c2ccc(/C=C/c3ccc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)cc3)cc21)C5=O,10.1039/C1JM12566D,Dyad2,Toluene,0,625.0,900.0,6.802394763,"C,H,N,O"
671,783,CCN(CC)CCCOc1cc(C#Cc2ccc(C(=O)OC)cc2)c(OCCN(CC)CC)cc1C#Cc1ccc(C(=O)OC)cc1,CAN:CCN(CC)CCCOc1cc(C#Cc2ccc(C(=O)OC)cc2)c(OCCN(CC)CC)cc1C#Cc1ccc(C(=O)OC)cc1,10.1039/c6cc09473b,DBD,THF,0,740.0,745.0,6.613384218,"C,H,N,O"
672,784,CC[NH+](CC)CCCOc1cc(C#Cc2ccc(C(=O)[O-])cc2)c(OCC[NH+](CC)CC)cc1C#Cc1ccc(C(=O)[O-])cc1,CAN:CC[NH+](CC)CCCOc1cc(C#Cc2ccc(C(=O)[O-])cc2)c(OCC[NH+](CC)CC)cc1C#Cc1ccc(C(=O)[O-])cc1,10.1039/c6cc09473b,DBA,MeOH,0,720.0,3260.0,8.089482474,"C,H,N,O"
673,785,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cc(Oc3ccc(C#Cc4ccccc4)cc3)c3c4c(Oc5ccc(C#Cc6ccccc6)cc5)cc5c6c(cc(Oc7ccc(C#Cc8ccccc8)cc7)c(c7c(Oc8ccc(C#Cc9ccccc9)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CAN:CC(C)c1cccc(C(C)C)c1N1C(=O)c2cc(Oc3ccc(C#Cc4ccccc4)cc3)c3c4c(Oc5ccc(C#Cc6ccccc6)cc5)cc5c6c(cc(Oc7ccc(C#Cc8ccccc8)cc7)c(c7c(Oc8ccc(C#Cc9ccccc9)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,10.1039/C8NJ03216E,P1,DCM,0,630.0,1500.0,7.313220387,"C,H,N,O"
674,786,CCCCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CCCCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCCC)c4ccccc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1364/JOSAB.24.000067,SD2577,EtOH,0,700.0,5000.0,8.517193191,"C,H,N,O"
675,787,CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,CAN:CCCCN1\C(=C/C=C/C=C/C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,10.1364/JOSAB.24.000067,PD2630,EtOH,0,800.0,1200.0,7.090076836,"C,H,N,O"
676,788,CCCCOc1c(/C=C/C2=[N+](COCCOCCOC)/C(=C3\C(=O)C(c4ccc(/C=C/c5sc(/C=C/c6ccc(N(CCCC)CCCC)cc6)c(OCCCC)c5OCCCC)n4COCCOCCOC)=C3[O-])C=C2)sc(/C=C/c2ccc(N(CCCC)CCCC)cc2)c1OCCCC,CAN:CCCCOc1c(/C=C/C2=[N+](COCCOCCOC)C(=C3\C(=O)C(c4ccc(/C=C/c5sc(/C=C/c6ccc(N(CCCC)CCCC)cc6)c(OCCCC)c5OCCCC)n4COCCOCCOC)=C3[O-])/C=C2)sc(/C=C/c2ccc(N(CCCC)CCCC)cc2)c1OCCCC,10.1021/ja065556m,2a,THF,1,1080.0,18000.0,9.798127037,"C,H,N,O,S"
677,789,CCCCCCn1c(/C=C/C2=[N+](COCCOCCOC)/C(=C3\C(=O)C(c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(CCCC)CCCC)cc6)n5CCCCCC)n4COCCOCCOC)=C3[O-])C=C2)ccc1/C=C/c1ccc(N(CCCC)CCCC)cc1,CAN:CCCCCCn1c(/C=C/C2=[N+](COCCOCCOC)C(=C3\C(=O)C(c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(CCCC)CCCC)cc6)n5CCCCCC)n4COCCOCCOC)=C3[O-])/C=C2)ccc1/C=C/c1ccc(N(CCCC)CCCC)cc1,10.1021/ja065556m,3,THF,1,1080.0,33000.0,10.40426284,"C,H,N,O,S"
678,790,COCCOCCOCn1c(/C=N/N(c2ccccc2)c2ccccc2)ccc1C1=C([O-])/C(=C2\C=CC(/C=N/N(c3ccccc3)c3ccccc3)=[N+]2COCCOCCOC)C1=O,CAN:COCCOCCOCn1c(/C=N/N(c2ccccc2)c2ccccc2)ccc1C1=C([O-])/C(=C2\C=CC(/C=N/N(c3ccccc3)c3ccccc3)=[N+]2COCCOCCOC)C1=O,10.1021/ja065556m,4,THF,1,880.0,10000.0,9.210340372,"C,H,N,O"
679,791,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3nc4ccccc4s3)ccc2-c2ccc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc4c(c3)C(CCCCCCCCCC)(CCCCCCCCCC)c3cc(-c5nc6ccccc6s5)ccc3-4)C7=O)cc21,CAN:CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3nc4ccccc4s3)ccc2-c2ccc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc4c(c3)C(CCCCCCCCCC)(CCCCCCCCCC)c3cc(-c5nc6ccccc6s5)ccc3-4)C7=O)cc21,10.1021/jp711950z,1,DCM,0,650.0,2400.0,7.783224016,"C,H,N,O"
680,792,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc4c(c3)C(CCCCCCCCCC)(CCCCCCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)C7=O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CAN:CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc4c(c3)C(CCCCCCCCCC)(CCCCCCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)C7=O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1021/jp711950z,2,DCM,0,650.0,3500.0,8.160518247,"C,H,N,O,S"
681,793,CCCCC1(CCCC)c2cc(-c3cccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)n4-c4ccccc4)c3)ccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,CAN:CCCCC1(CCCC)c2cc(-c3cccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)n4-c4ccccc4)c3)ccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,10.1002/adma.201400084,p -Ph2N-OF(2)-TAZ,Toluene,0,800.0,45.0,3.80666249,"C,H,N,O"
682,794,CCCCC1(CCCC)c2cc(-c3ccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)n4-c4ccccc4)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc(-c5ccc6c(c5)C(CCCC)(CCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)cc21,CAN:CCCCC1(CCCC)c2cc(-c3ccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)n4-c4ccccc4)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc(-c5ccc6c(c5)C(CCCC)(CCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)cc21,10.1002/adma.201400084,p -Ph2N-OF(3)-TAZ,Toluene,0,800.0,57.0,4.043051268,"C,H,N"
683,795,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(-c4nc5ccccc5s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CAN:CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(-c4nc5ccccc5s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1002/adma.201400084,BTFA-I,hexane,0,730.0,248.0,5.513428746,"C,H,N"
684,796,C#Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,CAN:C#Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,10.1002/adma.201400084,NPSA-1,DMSO,0,700.0,92.0,4.521788577,"C,H,N,S"
685,797,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(-n3cccn3)n2)cc1,CAN:CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(-n3cccn3)n2)cc1,10.1002/adma.201400084,Z1,DMF,0,840.0,742.0,6.609349243,"C,H,N,O,S"
686,798,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(-n3ccnc3)n2)cc1,CAN:CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(-n3ccnc3)n2)cc1,10.1002/adma.201400084,Z2,Toluene,0,840.0,1879.0,7.538494999,"C,H,N"
687,799,CCCCCCCCCCCC(=O)c1ccc2cc(N(C)C)ccc2c1,CAN:CCCCCCCCCCCC(=O)c1ccc2cc(N(C)C)ccc2c1,10.1002/adma.201400084,L,H2O,0,780.0,60.0,4.094344562,"C,H,N"
688,800,CCCCCCCCCCCC(=O)c1ccc2cc(N(C)CC(=O)O)ccc2c1,CAN:CCCCCCCCCCCC(=O)c1ccc2cc(N(C)CC(=O)O)ccc2c1,10.1002/adma.201400084,CL,H2O,0,780.0,150.0,5.010635294,"C,H,N,O"
689,801,CCCCCCCCCC(=O)/C=C/c1ccc2cc(N(C)CC(=O)O)ccc2c1,CAN:CCCCCCCCCC(=O)/C=C/c1ccc2cc(N(C)CC(=O)O)ccc2c1,10.1002/adma.201400084,CL2,DOPC/sphingomyelin/cholesterol (1:1:1) in volumn,0,800.0,250.0,5.521460918,"C,H,N,O"
690,802,CC(=O)c1ccc2cc(N(C)CC(=O)NCCCN(C)C)ccc2c1,CAN:CC(=O)c1ccc2cc(N(C)CC(=O)NCCCN(C)C)ccc2c1,10.1002/adma.201400084,AL1,H2O pH=7,0,780.0,122.0,4.804021045,"C,H,N,O"
691,803,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,22,DMF,0,720.0,434.0,6.073044534,"C,H,N,O"
692,804,O=[N+]([O-])c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:O=[N+]([O-])c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,23,DMF,0,760.0,415.0,6.02827852,"C,H,N"
693,805,CCOc1ccc(N(c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,CAN:CCOc1ccc(N(c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,10.3390/ma10030223,24,DMF,0,760.0,462.0,6.135564891,"C,H,N,O"
694,806,COC(=O)c1ccc(N(c2ccc(C(=O)OC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:COC(=O)c1ccc(N(c2ccc(C(=O)OC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,25,DMF,0,720.0,179.0,5.187385806,"C,H,N,O"
695,807,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,26,DMF,0,750.0,70.0,4.248495242,"C,H,N,O"
696,808,Nc1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:Nc1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,27,DMF,0,750.0,295.0,5.686975356,"C,H,N,O"
697,809,CCOc1ccc(N(c2ccc(N)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(N)cc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,28,DMF,0,750.0,308.0,5.730099783,"C,H,N"
698,810,CCOC(=O)/C(C#N)=C/c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CAN:CCOC(=O)/C(C#N)=C/c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,10.3390/ma10030223,29,DMF,0,690.0,7938.0,8.979416633,"C,H,N,O"
699,811,C(=C/c1cc(-c2ccccn2)nc(-c2ccccn2)c1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CAN:C(=C\c1cc(-c2ccccn2)nc(-c2ccccn2)c1)/c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,10.3390/ma10030223,30,DMF,0,720.0,2869.0,7.961718816,"C,H,N,O"
700,812,COC(=O)c1ccc(N(c2ccc(C(=O)OC)cc2)c2ccc(-c3ccc(/C=C/c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc2)cc1,CAN:COC(=O)c1ccc(N(c2ccc(C(=O)OC)cc2)c2ccc(-c3ccc(/C=C/c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc2)cc1,10.3390/ma10030223,31,DMF,0,840.0,1019.0,6.926577033,"C,H,N"
701,813,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3ccc(/C=C/c4ccc(N)cc4)cc3)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3ccc(/C=C/c4ccc(N)cc4)cc3)cc2)cc1,10.3390/ma10030223,32,DMF,0,690.0,327.0,5.789960171,"C,H,N,O"
702,814,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3ccc(/C=C(\C#N)c4ccc(N)cc4)cc3)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3ccc(/C=C(\C#N)c4ccc(N)cc4)cc3)cc2)cc1,10.3390/ma10030223,33,DMF,0,700.0,394.0,5.976350909,"C,H,N,O"
703,815,CCOC(=O)/C(C#N)=C1\C=C(/C=C/c2ccc(N(c3ccccc3)c3ccc(C=O)cc3)cc2)CC(C)(C)C1,CAN:CCOC(=O)/C(C#N)=C1C=C(/C=C/c2ccc(N(c3ccccc3)c3ccc(C=O)cc3)cc2)CC(C)(C)C\1,10.3390/ma10030223,34,DMF,0,940.0,660.0,6.492239835,"C,H,N,O"
704,816,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccc(C=O)cc3)cc2)=CC(=C(C#N)C#N)C1,CAN:CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccc(C=O)cc3)cc2)=CC(=C(C#N)C#N)C1,10.3390/ma10030223,35,DMF,0,940.0,999.0,6.906754779,"C,H,N,O"
705,817,CCOC(=O)/C(C#N)=C1\C=C(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/C4=C/C(=C(/C#N)C(=O)OCC)CC(C)(C)C4)cc3)cc2)CC(C)(C)C1,CAN:CCOC(=O)/C(C#N)=C1C=C(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/C4=CC(=C(/C#N)C(=O)OCC)/CC(C)(C)C4)cc3)cc2)CC(C)(C)C\1,10.3390/ma10030223,36,DMF,0,860.0,1830.0,7.512071246,"C,H,N,O"
706,818,CCOC(=O)/C(C#N)=C1\C=C(/C=C/c2ccc(N(c3ccc(/C=C/C4=C/C(=C(/C#N)C(=O)OCC)CC(C)(C)C4)cc3)c3ccc(/C=C/C4=C/C(=C(/C#N)C(=O)OCC)CC(C)(C)C4)cc3)cc2)CC(C)(C)C1,CAN:CCOC(=O)/C(C#N)=C1C=C(/C=C/c2ccc(N(c3ccc(/C=C/C4=CC(=C(/C#N)C(=O)OCC)/CC(C)(C)C4)cc3)c3ccc(/C=C/C4=CC(=C(/C#N)C(=O)OCC)/CC(C)(C)C4)cc3)cc2)CC(C)(C)C\1,10.3390/ma10030223,38,DMF,0,860.0,5382.0,8.590815331,"C,H,N,O"
707,820,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3nc4cc(-c5ccc6nc(-c7ccc(N(c8ccc(OCC)cc8)c8ccc(OCC)cc8)cc7)[nH]c6c5)ccc4[nH]3)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3nc4cc(-c5ccc6nc(-c7ccc(N(c8ccc(OCC)cc8)c8ccc(OCC)cc8)cc7)[nH]c6c5)ccc4[nH]3)cc2)cc1,10.3390/ma10030223,42,DMF,0,720.0,220.0,5.393627546,"C,H,N,O"
708,821,c1ccc(N(c2ccccc2)c2ccc(-c3nc4cc(-c5ccc6nc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)[nH]c6c5)ccc4[nH]3)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3nc4cc(-c5ccc6nc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)[nH]c6c5)ccc4[nH]3)cc2)cc1,10.3390/ma10030223,43,DMF,0,700.0,777.0,6.65544035,"C,H,N,O"
709,823,C(=C/c1cccnc1)\c1ccc(N(c2ccc(/C=C/c3cccnc3)cc2)c2ccc(/C=C/c3cccnc3)cc2)cc1,CAN:C(=C\c1cccnc1)/c1ccc(N(c2ccc(/C=C/c3cccnc3)cc2)c2ccc(/C=C/c3cccnc3)cc2)cc1,10.3390/ma10030223,45,DMF,0,780.0,595.0,6.388561406,"C,H,N"
710,825,CCCCOC(=O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)OCCCC)cc2)c2ccc(/C=C/C(=O)OCCCC)cc2)cc1,CAN:CCCCOC(=O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)OCCCC)cc2)c2ccc(/C=C/C(=O)OCCCC)cc2)cc1,10.3390/ma10030223,47,DMF,0,780.0,392.0,5.97126184,"C,H,N"
711,826,COC(=O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)OC)cc2)c2ccc(/C=C/C(=O)OC)cc2)cc1,CAN:COC(=O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)OC)cc2)c2ccc(/C=C/C(=O)OC)cc2)cc1,10.3390/ma10030223,48,DMF,0,780.0,287.0,5.659482216,"C,H,N,O"
712,827,O=C(O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)O)cc2)c2ccc(/C=C/C(=O)O)cc2)cc1,CAN:O=C(O)/C=C/c1ccc(N(c2ccc(/C=C/C(=O)O)cc2)c2ccc(/C=C/C(=O)O)cc2)cc1,10.3390/ma10030223,49,DMF,0,780.0,190.0,5.247024072,"C,H,N,O"
713,829,CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,10.1016/j.dyepig.2012.03.017,7b,DMF,2,780.0,1100.0,7.003065459,"C,H,N,O"
714,830,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])/C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)/C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-1,Toluene,0,930.0,5600.0,8.630521877,"C,H,N,O"
715,831,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(C#Cc5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])/C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(C#Cc5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)/C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-2,Toluene,0,910.0,4660.0,8.446770727,"C,H,N,O"
716,832,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(C#CC#Cc5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])/C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(C#CC#Cc5ccc6c(c5)C(C)(C)/C(=C\C5=C([O-])C(=C\C7=[N+](CCC(C)CCCC(C)C)c8ccccc8C7(C)C)/C5=O)N6CCC(C)CCCC(C)C)cc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-3,Toluene,0,910.0,4330.0,8.373322821,"C,H,N,O"
