model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Conju-Max-Distance,Wavelength (Exp nm),ET(30) (Solvent),PEOE-Charge-Max,Atomic-LogP-Min,Atomic-MR-Max,rg,asphericity,eccentricity,num_chiral_centers,num_cis_trans,rg_mw_ratio,molecular_weight,rigid_bond_ratio,values_ln
130,137,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(N(CCCCCC)CCCCCC)cc3)cc21,10.1002/chem.200600689,19a,20,705,33.9,-0.036459195,0.0161,45.832,9.960422750350363,0.48875533829749923,0.9765316056464767,0,0,0.010105671567794279,985.6269999999992,0.37662337662337664,7.090076836
131,138,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(C)C)cc3)ccc2-c2ccc(/C=C/c3ccc(N(C)C)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(C)C)cc3)ccc2-c2ccc(/C=C/c3ccc(N(C)C)cc3)cc21,10.1002/chem.200600689,23,20,700,33.9,-0.040302785,0.0161,47.045,7.629081176235512,0.273351422043961,0.9274746605426499,0,2,0.010758534429673314,709.119,0.5087719298245614,4.787491743
132,139,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N)cc3)ccc2-c2ccc(/C=C/c3ccc(N)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N)cc3)ccc2-c2ccc(/C=C/c3ccc(N)cc3)cc21,10.1002/chem.200600689,28,20,700,33.9,-0.045794877,-0.5651,47.045,7.091126164142001,0.20626322139483502,0.8831379262825151,0,2,0.01085912207319938,653.0110000000001,0.5471698113207547,6.01615716
133,140,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc21,10.1002/chem.200600689,24,20,750,33.9,-0.039743269,0.0161,47.045,8.957367917853656,0.4382117172953842,0.9695762278243286,0,2,0.010208489802589637,877.4429999999998,0.42028985507246375,7.13089883
134,141,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N4CCCCC4)s3)ccc2-c2ccc(/C=C/c3ccc(N4CCCCC4)s3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(N4CCCCC4)s3)ccc2-c2ccc(/C=C/c3ccc(N4CCCCC4)s3)cc21,10.1002/chem.200600689,34a,18,700,33.9,0.022550175,0.0161,50.549,8.299780887701875,0.382282385320479,0.9594819400288023,0,2,0.010357804047265128,801.3069999999998,0.6190476190476191,4.605170186
135,142,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N5CCCCC5)s4)s3)cc21,10.1002/chem.200600689,?,28,735,33.9,0.022550668,0.0161,49.991,11.212315521603596,0.6687684058019924,0.9920167989326334,0,4,0.011017991210621863,1017.6369999999996,0.6455696202531646,6.745236349
136,143,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,10.1002/chem.200600689,19b,32,700,33.9,-0.036459204,0.0161,45.832,13.666270063209641,0.7158382207859713,0.9943090692751312,0,0,0.011524285660373085,1185.8669999999993,0.45263157894736844,6.956545443
137,144,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,10.1002/chem.200600689,30,32,700,33.9,-0.039743266,0.0161,47.045,13.41296210870913,0.7226083311013707,0.99467421095229,0,4,0.0112342858244816,1193.9309999999991,0.45263157894736844,7.677863501
138,145,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(CCCCCC)CCCCCC)cc4)s3)cc21,10.1002/chem.200600689,31,30,700,33.9,-0.01669991,0.0161,49.995,13.158521099363146,0.71536983262862,0.9943618021908236,0,4,0.010910979369930534,1205.9889999999991,0.44086021505376344,8.612503371
139,146,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)cc21,10.1002/chem.200600689,20,32,700,33.9,-0.036459209,0.0161,46.495,13.868555683397682,0.5240622438689211,0.9801867441292815,0,2,0.010650791737594366,1302.1149999999996,0.4174757281553398,7.60090246
140,147,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/C=C/c3ccc4c(c3)C(CCCCCCCCC)(CCCCCCCCC)c3cc(/C=C/C=C/c5ccc6c(c5)C(CCCCCCCCC)(CCCCCCCCC)c5cc(/C=C/C=C/c7ccc(N(CCCC)CCCC)cc7)ccc5-6)ccc3-4)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/C=C/c3ccc(N(CCCC)CCCC)cc3)ccc2-c2ccc(/C=C/C=C/c3ccc4c(c3)C(CCCCCCCCC)(CCCCCCCCC)c3cc(/C=C/C=C/c5ccc6c(c5)C(CCCCCCCCC)(CCCCCCCCC)c5cc(/C=C/C=C/c7ccc(N(CCCC)CCCC)cc7)ccc5-6)ccc3-4)cc21,10.1002/chem.200600689,32,46,700,33.9,-0.039743274,0.0161,46.253,15.851131177776287,0.6369820883401259,0.9899027257947204,0,8,0.008489902117490946,1867.056999999999,0.436241610738255,8.14612951
141,148,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(S(=O)OCCCCCCCC)cc4)cc3)cc21,10.1002/chem.200600689,21c,32,705,33.9,0.169161528,0.1377,45.937,12.72602507222574,0.6878974471999035,0.9930422849210444,2,2,0.010823447075034888,1175.7829999999994,0.4945054945054945,6.413458957
142,149,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OCCCCCCCC)cc3)cc21,10.1002/chem.200600689,21a,20,700,33.9,0.170499262,0.1377,45.832,9.520386841181773,0.3233799829896672,0.9469733048163144,2,0,0.009799566696807116,971.5109999999995,0.4246575342465753,3.970291914
143,150,CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)ccc2-c2ccc(C#Cc3ccc(S(=O)OC(F)(F)F)cc3)cc21,10.1002/chem.200600689,21b,20,700,33.9,0.178030529,0.1377,45.832,9.076410243601124,0.47664210944858565,0.975046657023151,2,0,0.010278210571041266,883.0730000000001,0.47692307692307695,4.418840608
144,151,CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)cc21,CAN:CCCCCCCCCC1(CCCCCCCCC)c2cc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)ccc2-c2ccc(/C=C/c3ccc(/C=C/c4ccc(S(=O)OC)cc4)cc3)cc21,10.1002/chem.200600689,26b,32,700,33.9,0.168875829,0.4,47.045,11.337658358782202,0.6656514958861436,0.9918394608096905,2,4,0.01152860667107522,983.437,0.5844155844155844,6.956545443
145,152,Cc1nc(C)nc(/C=C/c2ccc(N(C)C)cc2)n1,CAN:Cc1nc(C)nc(/C=C/c2ccc(N(C)C)cc2)n1,10.1246/cl.2005.644,A1,10,800,37.4,0.139019325,-0.0519,33.095,4.316640183750499,0.7590298332169015,0.9961153110090282,0,1,0.016972128254050724,254.337,0.05,5.828945618
146,153,CN(C)c1ccc(C=Cc2nc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,CAN:CN(C)c1ccc(C=Cc2nc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,10.1246/cl.2005.644,A3,16,800,37.4,0.139784353,-0.0519,33.095,6.834891143285476,0.2849713790465387,0.9202286727699562,0,2,0.013228147358848433,516.6930000000002,0.07142857142857142,7.783224016
147,154,Cc1nc(C=Cc2ccc(N(C)C)cc2)nc(/C=C/c2ccc(N(C)C)cc2)n1,CAN:Cc1nc(C=Cc2ccc(N(C)C)cc2)nc(/C=C/c2ccc(N(C)C)cc2)n1,10.1246/cl.2005.644,A2,16,800,37.4,0.139401838,-0.0519,33.095,6.019177093317991,0.6436674175314829,0.9904709687534782,0,1,0.01561334083840574,385.5150000000001,0.06451612903225806,7.003065459
148,155,Cc1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,CAN:Cc1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,10.1246/cl.2005.644,B2,16,800,37.4,0.139401838,-0.0519,33.095,7.067680306478025,0.6819726740372725,0.9927214000613342,0,2,0.015178258773267237,465.6450000000002,0.358974358974359,7.204149292
149,156,C(=C/c1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1)\c1ccc(N2CCCCC2)cc1,CAN:C(=C\c1nc(/C=C/c2ccc(N3CCCCC3)cc2)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1)/c1ccc(N2CCCCC2)cc1,10.1246/cl.2005.644,B3,16,800,37.4,0.139784353,-0.0519,33.095,8.02374204345792,0.27744325143933785,0.9164745470576572,0,3,0.012598356451146703,636.8879999999999,0.3888888888888889,7.833203949
150,157,Cc1nc(C)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,CAN:Cc1nc(C)nc(/C=C/c2ccc(N3CCCCC3)cc2)n1,10.1246/cl.2005.644,B1,10,800,37.4,0.139019325,-0.0519,33.095,4.882950806781903,0.8102423570755011,0.9976965700287448,0,1,0.016585997400771407,294.40199999999993,0.2916666666666667,5.894402834
151,158,COc1ccc(-c2cnc(-c3ccnc(CN(Cc4cccc(F)n4)Cc4cccc(F)n4)c3)o2)cc1,CAN:COc1ccc(-c2cnc(-c3ccnc(CN(Cc4cccc(F)n4)Cc4cccc(F)n4)c3)o2)cc1,10.1021/ja073240o,2,11,690,55.4,0.278445559,-0.0298,25.638,5.037485802776968,0.436297242073669,0.9688471554647202,0,0,0.010084632683664885,499.52100000000013,0.0,3.433987204
152,159,N#Cc1cc(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)c(C#N)cc1/C=C/c1ccc(N2CCOCCOCCOCCOCC2)cc1,CAN:N#Cc1cc(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)c(C#N)cc1/C=C/c1ccc(N2CCOCCOCCOCCOCC2)cc1,10.1021/ja049013t,CR2,17,810,45.6,0.171506745,0.0161,55.756,9.813964207733852,0.805650391142318,0.997512841043303,0,2,0.012796327474174973,766.9359999999996,0.06666666666666667,7.696212639
153,160,CN(C)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(N4CCOCCOCCOCCOCC4)cc3)cc2C#N)cc1,CAN:CN(C)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(N4CCOCCOCCOCCOCC4)cc3)cc2C#N)cc1,10.1021/ja049013t,CR1,17,810,45.6,0.171506745,0.0161,55.756,8.069690404553043,0.8155566762093143,0.9978065721531326,0,2,0.013614216021447915,592.7400000000005,0.0851063829787234,7.495541944
154,161,CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,CAN:CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,10.1021/jp100963e,G37,18,860,45.6,1.16476244,-0.6398,39.178,5.497499271607265,0.2249549254273726,0.9131601158121686,0,2,0.006643254780313082,827.5310000000001,0.2222222222222222,7.972466016
155,162,CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,CAN:CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,10.1021/jp100963e,G38,20,940,45.6,1.164760128,-0.6398,39.178,7.062747372311111,0.5985213726196501,0.9873185888952207,0,3,0.008274371928117247,853.5690000000001,0.24615384615384617,9.082507
156,163,CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,CAN:CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C/C=C/C=C1\O[B-](F)(F)Oc2c1c(=O)oc1cc(N(CC)CC)ccc21)=[O+][B-](F)(F)O3,10.1021/jp100963e,G74,22,960,45.6,1.164760128,-0.6398,39.178,5.935131134183962,0.28003968052281386,0.9331239498691122,0,4,0.006747480561414315,879.6070000000001,0.2537313432835821,9.61580548
157,164,CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1/C=C(/C=C/C=C2\O[B-](F)(F)Oc4c2c(=O)oc2cc(N(CC)CC)ccc42)CC(C)(C)C1)=[O+][B-](F)(F)O3,CAN:CCCC[NH+](CCC)CCCC.CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(/C=C/C=C1C=C(/C=C/C=C2\O[B-](F)(F)Oc4c2c(=O)oc2cc(N(CC)CC)ccc42)CC(C)(C)C/1)=[O+][B-](F)(F)O3,10.1021/jp100963e,G152,24,1100,45.6,1.164760299,-0.6398,39.178,7.25959603581396,0.3742891988039711,0.956947283377941,0,4,0.00745519041144873,973.7639999999999,0.30666666666666664,9.740968623
158,165,CCOc1ccc(N(c2ccc(/C=C/c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c4tb00464g,2B,16,690,38.1,0.095144132,-0.5651,66.435,5.865567594586853,0.3719305808042475,0.9556735283434388,0,1,0.013017758353833156,450.58200000000016,0.02702702702702703,6.267200549
159,166,CCOc1ccc(N(c2ccc(/C=C(\C#N)c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C(\C#N)c3ccc(N)cc3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c4tb00464g,3B,16,700,38.1,0.159583349,-0.5651,66.435,5.8447326130743225,0.3701863802839103,0.9560148123303424,0,1,0.012289383784997056,475.5920000000002,0.05128205128205128,5.991464547
160,167,Clc1nc(Cl)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,CAN:Clc1nc(Cl)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,10.1016/j.dyepig.2012.03.017,5a,19,780,43.2,0.278717397,-0.0569,65.429,7.146520257560929,0.7937845959033424,0.9972408549025157,0,1,0.01400103493060907,510.42800000000017,0.025,3.401197382
161,168,CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Cl)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Cl)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,10.1016/j.dyepig.2012.03.017,5b,20,800,43.2,0.278717397,-0.0569,66.435,7.776330502632917,0.6390906094102446,0.9902149329959722,0,1,0.012992295346016964,598.534,0.021739130434782608,4.382026635
162,169,Clc1nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,CAN:Clc1nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)nc(Nc2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)n1,10.1016/j.dyepig.2012.03.017,6a,34,720,43.2,0.289363354,-0.0569,65.429,11.80612495728356,0.9173713901633068,0.9995973856456317,0,2,0.014114679610306453,836.443,0.028169014084507043,5.298317367
163,170,CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3ccc(Nc4nc(Cl)nc(Nc5ccc(/C=C/c6ccc(N(c7ccc(OCC)cc7)c7ccc(OCC)cc7)cc6)cc5)n4)cc3)cc2)c2ccc(OCC)cc2)cc1,10.1016/j.dyepig.2012.03.017,6b,36,780,43.2,0.289363354,-0.0569,66.435,7.168586610475541,0.38922228722194474,0.9606700220936458,0,2,0.007079001842162969,1012.6549999999999,0.024096385542168676,5.736572297
164,171,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)/c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(Nc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,10.1016/j.dyepig.2012.03.017,7a,34,720,43.2,0.290409736,-0.0569,65.429,12.089606975828591,0.24102225246992492,0.8626679309594922,0,3,0.01040003765798729,1162.458,0.7941176470588235,5.438079309
165,172,COC(=O)c1cc2ccc3cc(OC)ccc3c2oc1=O,CAN:COC(=O)c1cc2ccc3cc(OC)ccc3c2oc1=O,10.1016/j.tetlet.2007.01.176,1a,10,780,63.1,0.976739956,-0.8028,39.95,3.8721446558581523,0.7026151266098593,0.993758305497287,0,0,0.01362150603432038,284.26700000000005,0.08695652173913043,4.86753445
166,173,COC(=O)c1cc2ccc3cc(O)ccc3c2oc1=O,CAN:COC(=O)c1cc2ccc3cc(O)ccc3c2oc1=O,10.1016/j.tetlet.2007.01.176,2a,10,760,63.1,0.976739954,-0.8028,39.95,3.6530697590837202,0.6600371660351195,0.9914774135409027,0,0,0.013517872110286117,270.24,0.09090909090909091,5.598421959
167,174,COC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,CAN:COC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,10.1016/j.tetlet.2007.01.176,3a,10,880,63.1,0.976737906,-0.8028,39.95,4.044178655659518,0.7071143640354199,0.9939732120787458,0,0,0.013602565186705854,297.31000000000006,0.08333333333333333,5.857933154
168,175,CN(C)c1ccc2c(ccc3cc(C#N)c(=O)oc32)c1,CAN:CN(C)c1ccc2c(ccc3cc(C#N)c(=O)oc32)c1,10.1016/j.tetlet.2007.01.176,3b,10,940,63.1,0.738302535,-0.6398,38.831,3.6973244678531634,0.6552805780895695,0.9911952507994872,0,0,0.01398996711058242,264.28399999999993,0.09090909090909091,6.173786104
169,176,CN(C)/C=C/c1c(C#N)c(/C=C/N(C)C)c(C#N)c(/C=C/N(C)C)c1C#N,CAN:CN(C)/C=C/c1c(C#N)c(/C=C/N(C)C)c(C#N)c(/C=C/N(C)C)c1C#N,10.1021/ja010770q,1f,8,800,39.1,0.447044151,-0.1636,38.373,4.25684316466774,0.2361724891072596,0.8606130519616083,0,3,0.011809310653372002,360.4650000000001,0.2222222222222222,5.272999559
170,177,N#Cc1c(/C=C/N2CCCCC2)c(C#N)c(/C=C/N2CCCCC2)c(C#N)c1/C=C/N1CCCCC1,CAN:N#Cc1c(/C=C/N2CCCCC2)c(C#N)c(/C=C/N2CCCCC2)c(C#N)c1/C=C/N1CCCCC1,10.1021/ja010770q,1h,8,820,39.1,0.447045178,-0.1636,38.373,5.021659850705837,0.22714029315560164,0.8851809657621357,0,3,0.010447426144688203,480.6600000000005,0.6153846153846154,5.703782475
171,178,CCN(CC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c2C#N)cc1,CAN:CCN(CC)c1ccc(/C=C/c2c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c(C#N)c(/C=C/c3ccc(N(CC)CC)cc3)c2C#N)cc1,10.1021/ja010770q,2d,16,800,39.1,0.442450464,0.0161,56.491,7.341327112473077,0.24277361690195248,0.8815357333056304,0,3,0.010909641863566567,672.9209999999999,0.1111111111111111,4.941642423
172,179,N#Cc1c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c1/C=C/c1ccc(N2CCCCC2)cc1,CAN:N#Cc1c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c(/C=C/c2ccc(N3CCCCC3)cc2)c(C#N)c1/C=C/c1ccc(N2CCCCC2)cc1,10.1021/ja010770q,2h,16,840,39.1,0.442450464,0.0161,56.491,7.747464602183302,0.24370585818327287,0.886392705089138,0,3,0.010928021567243155,708.9539999999998,0.4,7.286191715
173,180,N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1021/ja010770q,2i,24,990,39.1,0.442450464,0.0161,65.429,8.873426033778035,0.2413418529168659,0.862682736122455,0,3,0.009231756668880637,961.185,0.7857142857142857,7.824046011
174,181,N#Cc1c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c1/C=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CAN:N#Cc1c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c1/C=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,10.1021/ja010770q,3i,36,800,39.1,0.442450464,0.0161,65.429,13.16644767837006,0.2389832282448025,0.8708943192551996,0,6,0.010386967803048817,1267.593,0.7837837837837838,7.863266724
175,182,CCCCc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(CCCC)cc8)o7)cc6)cc5)c5ccc(/C=C/c6cccc(-c7nnc(-c8ccc(CCCC)cc8)o7)c6)cc5)cc4)cc3)o2)cc1,CAN:CCCCc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(CCCC)cc8)o7)cc6)cc5)c5ccc(/C=C/c6cccc(-c7nnc(-c8ccc(CCCC)cc8)o7)c6)cc5)cc4)cc3)o2)cc1,10.1021/ol049766k,1a,34,760,33.9,0.244875665,-0.3765,65.747,12.29548847703213,0.3996055009627199,0.9616030768779881,0,3,0.010668943957107373,1152.4559999999997,0.7272727272727273,6.109247583
